order_date,product,category,region,customer_id,quantity,unit_price,revenue
2020-01-12,Product 292,Furniture,Highlands,510,15,345.9,5188.5
2020-01-12,Product 207,Furniture,Highlands,1794,3,301.03,903.09
2020-01-12,Product 222,Music,Coast,2473,9,17.8,160.2
2020-01-13,Product 295,Garden,North,3133,9,290.24,2612.16
2020-01-13,Product 090,Beauty,Highlands,3753,9,94.84,853.56
2020-01-13,Product 300,Sports,Highlands,3970,3,237.66,712.98
2020-01-13,Product 210,Books,Coast,2745,4,429.58,1718.32
2020-01-13,Product 169,Sports,Highlands,1181,13,407.72,5300.36
2020-01-13,Product 282,Electronics,Highlands,361,11,129.94,1429.34
2020-01-13,Product 060,Sports,North,2694,18,233.68,4206.24
2020-01-13,Product 028,Toys,Coast,2551,16,314.58,5033.28
2020-01-13,Product 027,Toys,Central,2250,5,464.2,2321.0
2020-01-13,Product 225,Music,Highlands,498,1,486.71,486.71
2020-01-13,Product 123,Music,East,1273,18,11.77,211.86
2020-01-14,Product 048,Toys,South,1891,4,325.62,1302.48
2020-01-14,Product 079,Beauty,Central,2085,9,210.67,1896.03
2020-01-14,Product 248,Beauty,West,1871,18,76.6,1378.8
2020-01-14,Product 098,Garden,East,3540,3,141.74,425.22
2020-01-14,Product 213,Books,Central,3361,1,145.01,145.01
2020-01-14,Product 153,Garden,Highlands,3545,5,226.04,1130.2
2020-01-14,Product 248,Books,Coast,2261,18,191.72,3450.96
2020-01-14,Product 165,Toys,West,2343,13,120.61,1567.93
2020-01-14,Product 211,Electronics,Coast,3051,16,354.09,5665.44
2020-01-14,Product 196,Sports,East,2029,2,67.49,134.98
2020-01-14,Product 170,Clothing,Highlands,409,17,455.67,7746.39
2020-01-14,Product 008,Music,East,1680,5,42.04,210.2
2020-01-14,Product 136,Books,Islands,2662,3,426.62,1279.86
2020-01-14,Product 274,Sports,Coast,2568,16,436.83,6989.28
2020-01-15,Product 036,Toys,Central,932,3,219.82,659.46
2020-01-15,Product 051,Office,South,1818,6,348.53,2091.18
2020-01-15,Product 015,Electronics,Coast,3262,2,150.22,300.44
2020-01-15,Product 192,Sports,East,1001,17,208.97,3552.49
2020-01-15,Product 093,Food,East,324,20,436.07,8721.4
2020-01-15,Product 124,Beauty,East,952,15,320.76,4811.4
2020-01-15,Product 236,Furniture,North,3682,15,451.1,6766.5
2020-01-15,Product 280,Food,South,1810,12,493.89,5926.68
2020-01-16,Product 218,Music,Central,1872,10,103.61,1036.1
2020-01-16,Product 197,Beauty,South,972,13,288.1,3745.3
2020-01-16,Product 295,Furniture,Central,90,13,140.87,1831.31
2020-01-16,Product 290,Office,North,3730,20,373.86,7477.2
2020-01-16,Product 147,Toys,Coast,898,7,312.34,2186.38
2020-01-16,Product 071,Office,South,3701,2,157.92,315.84
2020-01-16,Product 226,Electronics,Coast,3000,5,49.62,248.1
2020-01-16,Product 152,Books,Islands,720,7,70.42,492.94
2020-01-16,Product 277,Books,Central,3402,6,132.2,793.2
2020-01-16,Product 247,Furniture,Coast,3295,4,236.82,947.28
2020-01-16,Product 039,Food,West,3524,13,483.8,6289.4
2020-01-16,Product 286,Books,South,3239,13,11.89,154.57
2020-01-17,Product 064,Beauty,Coast,2756,9,294.36,2649.24
2020-01-17,Product 191,Clothing,West,1932,1,311.68,311.68
2020-01-17,Product 288,Books,West,2653,3,319.52,958.56
2020-01-17,Product 238,Music,Central,2660,14,62.75,878.5
2020-01-17,Product 024,Electronics,Central,2018,4,53.11,212.44
2020-01-17,Product 276,Food,Islands,1859,12,336.89,4042.68
2020-01-17,Product 277,Sports,East,3627,14,329.19,4608.66
2020-01-17,Product 251,Garden,Islands,3847,9,21.19,190.71
2020-01-17,Product 190,Toys,Highlands,1822,8,428.45,3427.6
2020-01-17,Product 051,Office,Coast,2231,12,34.97,419.64
2020-01-17,Product 142,Toys,South,3888,15,50.38,755.7
2020-01-17,Product 109,Office,North,208,11,125.57,1381.27
2020-01-17,Product 065,Garden,West,282,18,107.54,1935.72
2020-01-17,Product 111,Toys,Coast,3172,5,395.38,1976.9
2020-01-17,Product 002,Furniture,East,533,18,129.07,2323.26
2020-01-17,Product 090,Clothing,North,540,1,182.33,182.33
2020-01-18,Product 166,Electronics,East,1087,2,67.75,135.5
2020-01-18,Product 216,Automotive,South,3055,3,240.74,722.22
2020-01-18,Product 186,Automotive,South,1852,17,114.67,1949.39
2020-01-18,Product 023,Music,Central,1877,1,35.11,35.11
2020-01-18,Product 246,Sports,Islands,2811,4,247.68,990.72
2020-01-18,Product 228,Clothing,South,1320,20,78.43,1568.6
2020-01-18,Product 065,Furniture,Coast,1561,20,267.63,5352.6
2020-01-18,Product 233,Automotive,Islands,407,4,427.13,1708.52
2020-01-18,Product 283,Music,West,1762,15,444.61,6669.15
2020-01-18,Product 212,Books,Highlands,1634,14,366.16,5126.24
2020-01-18,Product 161,Sports,Coast,2725,9,190.28,1712.52
2020-01-19,Product 243,Clothing,South,3407,3,51.15,153.45
2020-01-19,Product 050,Music,Coast,3326,5,280.4,1402.0
2020-01-19,Product 288,Automotive,Coast,2745,4,208.35,833.4
2020-01-19,Product 217,Music,North,3967,10,302.2,3022.0
2020-01-19,Product 181,Clothing,West,634,16,116.0,1856.0
2020-01-19,Product 056,Books,Coast,471,9,289.18,2602.62
2020-01-19,Product 220,Automotive,North,2495,9,19.33,173.97
2020-01-19,Product 140,Music,Central,3775,11,178.76,1966.36
2020-01-19,Product 093,Food,Islands,286,5,371.78,1858.9
2020-01-19,Product 016,Clothing,West,1541,14,229.55,3213.7
2020-01-20,Product 190,Furniture,Coast,3182,19,300.13,5702.47
2020-01-20,Product 027,Food,East,3091,20,29.63,592.6
2020-01-20,Product 042,Furniture,Highlands,2712,14,245.4,3435.6
2020-01-20,Product 227,Sports,Central,883,17,61.34,1042.78
2020-01-20,Product 221,Clothing,Central,2778,19,245.88,4671.72
2020-01-20,Product 158,Electronics,West,1619,20,32.12,642.4
2020-01-20,Product 105,Furniture,West,3144,5,383.26,1916.3
2020-01-20,Product 149,Books,South,32,16,374.77,5996.32
2020-01-20,Product 090,Food,Islands,2182,8,252.63,2021.04
2020-01-20,Product 182,Clothing,Islands,3530,2,220.93,441.86
2020-01-21,Product 040,Books,Islands,2349,13,356.2,4630.6
2020-01-21,Product 214,Furniture,South,1660,1,483.27,483.27
2020-01-21,Product 088,Garden,Highlands,3408,12,48.62,583.44
2020-01-21,Product 055,Toys,Islands,2413,13,264.36,3436.68
2020-01-21,Product 203,Furniture,Coast,908,11,390.66,4297.26
2020-01-21,Product 040,Automotive,South,2174,17,100.98,1716.66
2020-01-21,Product 179,Books,East,968,4,77.49,309.96
2020-01-21,Product 102,Food,East,3114,3,92.69,278.07
2020-01-21,Product 253,Beauty,Highlands,2790,19,323.28,6142.32
2020-01-21,Product 166,Office,Coast,619,15,38.8,582.0
2020-01-21,Product 227,Office,Central,3262,9,297.75,2679.75
2020-01-21,Product 181,Automotive,South,1272,15,228.7,3430.5
2020-01-21,Product 030,Books,Central,315,3,309.43,928.29
2020-01-21,Product 260,Sports,Highlands,2378,18,477.34,8592.12
2020-01-21,Product 022,Beauty,West,1317,20,240.44,4808.8
2020-01-22,Product 032,Beauty,South,3322,11,491.28,5404.08
2020-01-22,Product 044,Automotive,East,161,8,355.27,2842.16
2020-01-22,Product 225,Automotive,East,1491,12,459.38,5512.56
2020-01-22,Product 199,Sports,Coast,2781,20,30.92,618.4
2020-01-22,Product 172,Clothing,Coast,388,18,340.8,6134.4
2020-01-22,Product 146,Furniture,East,1366,3,293.46,880.38
2020-01-22,Product 073,Books,Central,3964,13,68.83,894.79
2020-01-22,Product 044,Furniture,Islands,2636,11,407.53,4482.83
2020-01-22,Product 270,Clothing,Islands,2083,12,14.02,168.24
2020-01-22,Product 159,Food,West,1400,16,100.04,1600.64
2020-01-23,Product 080,Clothing,Central,3459,4,256.31,1025.24
2020-01-23,Product 277,Music,North,2712,11,438.81,4826.91
2020-01-23,Product 068,Garden,Islands,632,6,94.52,567.12
2020-01-23,Product 085,Music,Highlands,179,14,185.33,2594.62
2020-01-23,Product 122,Beauty,Central,3082,15,120.83,1812.45
2020-01-23,Product 123,Furniture,Highlands,3703,7,187.08,1309.56
2020-01-23,Product 293,Beauty,Highlands,3152,10,390.17,3901.7
2020-01-23,Product 258,Automotive,Islands,3958,6,409.36,2456.16
2020-01-23,Product 071,Furniture,North,2627,16,437.69,7003.04
2020-01-23,Product 284,Clothing,South,1168,3,382.74,1148.22
2020-01-24,Product 231,Automotive,East,3404,14,50.4,705.6
2020-01-24,Product 114,Beauty,Coast,3812,1,210.37,210.37
2020-01-24,Product 203,Automotive,Coast,966,13,497.29,6464.77
2020-01-24,Product 192,Toys,North,1306,4,420.39,1681.56
2020-01-24,Product 172,Food,East,157,10,459.11,4591.1
2020-01-24,Product 242,Music,East,3109,16,227.06,3632.96
2020-01-24,Product 003,Clothing,North,1049,7,418.31,2928.17
2020-01-24,Product 281,Music,Islands,456,10,122.63,1226.3
2020-01-24,Product 063,Electronics,West,1720,20,231.27,4625.4
2020-01-24,Product 057,Beauty,North,2589,17,289.65,4924.05
2020-01-24,Product 074,Furniture,Islands,7,20,179.64,3592.8
2020-01-24,Product 293,Sports,East,2722,3,264.12,792.36
2020-01-25,Product 035,Automotive,North,1600,16,26.55,424.8
2020-01-25,Product 199,Books,Central,3062,1,181.76,181.76
2020-01-25,Product 035,Books,West,3003,4,386.89,1547.56
2020-01-25,Product 171,Food,North,1444,18,172.58,3106.44
2020-01-25,Product 090,Office,Highlands,2849,16,317.71,5083.36
2020-01-25,Product 070,Clothing,Highlands,152,10,104.79,1047.9
2020-01-25,Product 103,Electronics,Coast,3824,10,260.11,2601.1
2020-01-25,Product 279,Beauty,Central,150,7,146.62,1026.34
2020-01-25,Product 025,Office,Coast,1120,4,400.67,1602.68
2020-01-25,Product 224,Sports,Highlands,3665,13,172.82,2246.66
2020-01-25,Product 096,Beauty,Highlands,1505,17,137.03,2329.51
2020-01-25,Product 043,Music,Islands,324,14,303.21,4244.94
2020-01-25,Product 093,Automotive,Central,1316,4,44.63,178.52
2020-01-26,Product 157,Beauty,Islands,683,15,179.02,2685.3
2020-01-26,Product 022,Music,Coast,2519,14,140.9,1972.6
2020-01-26,Product 030,Clothing,Islands,1489,17,401.54,6826.18
2020-01-26,Product 082,Electronics,East,3477,20,340.65,6813.0
2020-01-26,Product 225,Electronics,East,276,8,390.37,3122.96
2020-01-26,Product 188,Books,Islands,3890,19,21.03,399.57
2020-01-26,Product 079,Office,Highlands,3887,12,189.15,2269.8
2020-01-26,Product 040,Garden,East,2169,12,202.03,2424.36
2020-01-26,Product 143,Toys,South,107,6,252.03,1512.18
2020-01-26,Product 199,Automotive,South,1073,9,353.5,3181.5
2020-01-26,Product 110,Garden,Central,2843,16,104.09,1665.44
2020-01-26,Product 070,Clothing,Highlands,708,15,498.64,7479.6
2020-01-27,Product 178,Music,South,2253,18,148.73,2677.14
2020-01-27,Product 154,Food,East,3251,12,256.83,3081.96
2020-01-27,Product 063,Toys,East,970,16,18.01,288.16
2020-01-27,Product 284,Garden,Coast,1915,18,69.24,1246.32
2020-01-27,Product 045,Clothing,Central,1631,16,265.22,4243.52
2020-01-27,Product 210,Garden,South,514,11,322.96,3552.56
2020-01-27,Product 231,Beauty,Coast,526,18,321.7,5790.6
2020-01-27,Product 094,Food,Islands,2060,2,416.54,833.08
2020-01-27,Product 266,Food,Central,675,6,164.72,988.32
2020-01-27,Product 116,Books,Central,3465,3,129.05,387.15
2020-01-27,Product 283,Furniture,East,2561,10,309.14,3091.4
2020-01-27,Product 048,Automotive,East,2425,19,81.33,1545.27
2020-01-27,Product 173,Garden,North,3381,1,45.21,45.21
2020-01-28,Product 108,Garden,Islands,2532,1,251.53,251.53
2020-01-28,Product 280,Furniture,Central,1979,8,403.32,3226.56
2020-01-28,Product 208,Furniture,Highlands,299,2,83.25,166.5
2020-01-28,Product 213,Beauty,Highlands,836,11,305.3,3358.3
2020-01-28,Product 161,Music,Coast,3008,12,487.81,5853.72
2020-01-28,Product 067,Books,South,1308,8,235.9,1887.2
2020-01-28,Product 137,Beauty,West,578,4,30.05,120.2
2020-01-28,Product 197,Garden,Islands,1017,6,407.67,2446.02
2020-01-28,Product 296,Music,Coast,778,6,251.64,1509.84
2020-01-28,Product 264,Beauty,Highlands,3601,10,251.2,2512.0
2020-01-28,Product 047,Sports,Highlands,3960,8,111.5,892.0
2020-01-28,Product 181,Electronics,North,1153,16,300.77,4812.32
2020-01-29,Product 147,Automotive,North,3471,4,218.31,873.24
2020-01-29,Product 136,Music,Coast,3129,13,186.14,2419.82
2020-01-29,Product 206,Electronics,West,1485,18,147.86,2661.48
2020-01-29,Product 198,Automotive,Highlands,3131,18,143.46,2582.28
2020-01-29,Product 061,Food,South,1614,12,398.47,4781.64
2020-01-29,Product 174,Automotive,Coast,3093,5,103.53,517.65
2020-01-29,Product 261,Sports,North,186,2,72.83,145.66
2020-01-29,Product 171,Beauty,Highlands,611,20,447.1,8942.0
2020-01-29,Product 072,Books,Coast,666,13,495.35,6439.55
2020-01-29,Product 154,Garden,Coast,2078,17,268.51,4564.67
2020-01-29,Product 289,Furniture,Highlands,3342,1,187.34,187.34
2020-01-29,Product 057,Sports,Central,3264,1,300.47,300.47
2020-01-29,Product 136,Office,West,2955,2,293.84,587.68
2020-01-29,Product 088,Automotive,Islands,606,8,20.63,165.04
2020-01-29,Product 057,Toys,North,1807,11,212.3,2335.3
2020-01-30,Product 105,Sports,Highlands,3576,2,354.36,708.72
2020-01-30,Product 266,Toys,Coast,2713,16,265.11,4241.76
2020-01-30,Product 161,Food,Highlands,3737,18,174.45,3140.1
2020-01-30,Product 182,Office,Central,2499,16,100.17,1602.72
2020-01-30,Product 127,Furniture,Central,922,10,386.73,3867.3
2020-01-30,Product 107,Music,Highlands,1299,16,177.66,2842.56
2020-01-30,Product 141,Furniture,South,2349,18,192.95,3473.1
2020-01-30,Product 203,Books,East,1190,2,147.38,294.76
2020-01-30,Product 041,Books,Highlands,2687,9,374.93,3374.37
2020-01-30,Product 110,Toys,Central,3822,18,349.6,6292.8
2020-01-30,Product 071,Clothing,West,994,2,336.57,673.14
2020-01-30,Product 272,Toys,West,216,4,209.58,838.32
2020-01-30,Product 242,Clothing,East,22,18,489.07,8803.26
2020-01-30,Product 081,Sports,Highlands,1956,7,379.18,2654.26
2020-01-31,Product 165,Furniture,North,3719,3,327.89,983.67
2020-01-31,Product 119,Automotive,North,3741,6,211.85,1271.1
2020-01-31,Product 091,Electronics,Islands,3228,16,97.22,1555.52
2020-01-31,Product 149,Electronics,North,1223,19,303.38,5764.22
2020-01-31,Product 172,Furniture,Highlands,2627,18,264.54,4761.72
2020-01-31,Product 069,Automotive,Highlands,1118,7,405.36,2837.52
2020-01-31,Product 170,Food,Highlands,2656,9,360.71,3246.39
2020-01-31,Product 008,Music,Coast,3239,10,286.05,2860.5
2020-01-31,Product 099,Food,Islands,3388,14,260.06,3640.84
2020-01-31,Product 045,Sports,South,757,5,241.34,1206.7
2020-01-31,Product 128,Electronics,Central,1572,8,226.13,1809.04
2020-01-31,Product 137,Books,Central,2386,19,10.66,202.54
2020-02-01,Product 121,Electronics,South,1907,10,84.06,840.6
2020-02-01,Product 258,Music,Central,2828,4,321.16,1284.64
2020-02-01,Product 152,Books,West,898,5,241.7,1208.5
2020-02-01,Product 233,Music,Coast,1704,18,456.83,8222.94
2020-02-01,Product 276,Office,West,3121,8,341.77,2734.16
2020-02-01,Product 042,Automotive,Highlands,2164,12,43.66,523.92
2020-02-01,Product 289,Clothing,North,3395,18,451.93,8134.74
2020-02-01,Product 104,Garden,East,674,11,427.97,4707.67
2020-02-01,Product 227,Clothing,West,2937,19,246.97,4692.43
2020-02-01,Product 262,Beauty,North,1858,5,259.06,1295.3
2020-02-01,Product 234,Garden,North,2289,15,338.02,5070.3
2020-02-01,Product 158,Music,North,1622,9,409.14,3682.26
2020-02-01,Product 112,Garden,South,186,14,175.54,2457.56
2020-02-02,Product 278,Electronics,South,3825,16,20.71,331.36
2020-02-02,Product 210,Food,East,3137,14,190.36,2665.04
2020-02-02,Product 196,Beauty,Islands,1539,3,342.95,1028.85
2020-02-02,Product 277,Food,Coast,486,6,496.46,2978.76
2020-02-02,Product 202,Automotive,East,2982,8,418.24,3345.92
2020-02-02,Product 012,Furniture,Highlands,2759,18,214.94,3868.92
2020-02-02,Product 195,Toys,West,1887,12,81.79,981.48
2020-02-02,Product 097,Music,South,132,14,309.39,4331.46
2020-02-02,Product 009,Toys,West,276,4,299.0,1196.0
2020-02-03,Product 025,Toys,North,1648,15,121.0,1815.0
2020-02-03,Product 112,Electronics,East,2064,10,120.91,1209.1
2020-02-03,Product 295,Books,Coast,971,10,438.75,4387.5
2020-02-03,Product 267,Toys,Islands,1231,9,35.17,316.53
2020-02-03,Product 090,Office,Islands,2277,16,28.21,451.36
2020-02-03,Product 177,Office,Islands,3219,17,162.77,2767.09
2020-02-03,Product 214,Sports,East,1229,13,96.02,1248.26
2020-02-03,Product 276,Beauty,West,3479,8,153.86,1230.88
2020-02-03,Product 074,Beauty,North,2304,14,484.05,6776.7
2020-02-03,Product 286,Automotive,East,1591,8,131.22,1049.76
2020-02-03,Product 170,Office,South,3778,15,424.33,6364.95
2020-02-03,Product 048,Automotive,West,212,9,191.7,1725.3
2020-02-03,Product 021,Clothing,West,3296,19,363.53,6907.07
2020-02-03,Product 287,Toys,Highlands,856,11,155.08,1705.88
2020-02-03,Product 008,Toys,West,3941,4,374.71,1498.84
2020-02-04,Product 125,Music,West,1625,8,278.28,2226.24
2020-02-04,Product 145,Sports,Highlands,2186,12,157.67,1892.04
2020-02-04,Product 185,Automotive,Highlands,1909,4,402.39,1609.56
2020-02-04,Product 241,Books,West,1519,11,209.9,2308.9
2020-02-04,Product 289,Toys,East,67,9,278.89,2510.01
2020-02-04,Product 300,Garden,Islands,1210,5,102.11,510.55
2020-02-04,Product 118,Sports,West,2046,18,329.03,5922.54
2020-02-04,Product 173,Furniture,Highlands,3959,16,233.11,3729.76
2020-02-04,Product 181,Food,East,2951,18,246.72,4440.96
2020-02-04,Product 278,Office,North,2147,2,420.34,840.68
2020-02-04,Product 039,Office,North,3131,1,209.13,209.13
2020-02-04,Product 119,Clothing,East,38,7,255.34,1787.38
2020-02-04,Product 192,Electronics,Highlands,2701,16,12.79,204.64
2020-02-04,Product 273,Automotive,Islands,49,1,267.06,267.06
